booking_id,months_as_member,hours_before,day_of_week,part_of_day,category,attended,day_of_month
675,10,8,Sun,AM,Class,0,23
676,5,8,Sun,PM,Class,0,23
677,17,8,Thu,AM,Class,1,20
678,19,14,Sat,AM,Gym,0,8
679,30,6,Wed,PM,Class,1,5
680,9,19,Tue,PM,Class,1,4
681,5,9,Fri,AM,Class,1,7
682,7,48,Wed,PM,Gym,1,5
683,21,15,Fri,AM,Class,1,14
684,6,17,Sat,AM,Class,1,15
685,24,51,Tue,AM,Class,1,11
686,6,44,Wednesday,PM,Class,1,12
687,19,50,Sun,PM,Class,1,9
688,7,20,Mon,AM,Class,1,3
689,11,30,Wednesday,PM,Class,1,5
690,20,19,Sun,AM,Gym,1,9
691,14,33,Fri,AM,Gym,1,14
692,7,2,Sat,AM,Gym,0,15
693,25,49,Sat,PM,Class,1,8
694,23,32,Thu,AM,Gym,1,13
695,10,42,Thu,AM,Gym,1,6
696,10,35,Mon,AM,Class,0,10
697,10,30,Thu,AM,Class,1,6
698,8,47,Tue,AM,Class,1,4
699,10,41,Tue,AM,Gym,1,11
700,6,2,Fri,AM,Gym,1,7
701,15,26,Tue,PM,Gym,1,11
702,15,38,Mon,AM,Gym,1,10
703,23,11,Mon,AM,Class,1,10
704,8,55,Fri,AM,Class,1,14
705,13,4,Sun,AM,Class,0,16
706,8,41,Sat,PM,Gym,1,8
707,4,7,Fri.,AM,Class,1,14
708,13,10,Fri,AM,Class,0,7
709,28,41,Thu,AM,Gym,1,6
710,13,18,Fri,AM,Gym,1,7
711,10,21,Mon,AM,Gym,1,3
712,10,6,Sat,PM,Class,1,15
713,27,4,Fri,AM,Class,1,14
714,23,15,Mon,AM,Class,0,3
715,55,44,Tue,PM,Class,1,4
716,57,49,Thu,AM,Gym,1,6
717,5,25,Tue,AM,Class,1,4
718,8,36,Wed,PM,Gym,1,12
719,14,3,Fri,AM,Gym,1,7
720,19,17,Wednesday,PM,Gym,1,5
721,29,15,Fri,AM,Gym,1,14
722,16,30,Sun,AM,Gym,1,9
723,7,54,Sun,AM,Gym,1,9
724,29,33,Thu,PM,Class,1,6
725,23,7,Sat,AM,Gym,1,8
726,3,14,Sat,AM,Class,0,15
727,14,9,Tue,PM,Gym,1,18
728,20,9,Tue,PM,Class,1,18
729,22,9,Tue,AM,Gym,1,18
730,22,9,Tue,AM,Class,1,18
731,69,9,Wednesday,AM,Class,1,19
732,10,9,Fri,AM,Gym,1,21
733,3,9,Fri,AM,Gym,1,21
734,11,9,Fri,AM,Gym,1,21
735,15,9,Fri,AM,Gym,1,21
736,10,9,Fri,AM,Gym,1,21
737,6,9,Mon,AM,Class,1,17
738,6,9,Mon,AM,Class,1,17
739,9,9,Mon,AM,Class,1,17
740,13,9,Mon,AM,Gym,1,17
741,17,9,Sat,AM,Gym,1,22
742,12,9,Sat,AM,Gym,1,22
743,6,9,Sat,PM,Class,1,22
744,14,9,Sat,PM,Class,1,22
745,57,9,Sun,AM,Class,1,23
746,9,9,Sun,PM,-,0,23
747,12,9,Sun,AM,Gym,1,23
748,8,26,Thu,AM,Class,0,6
749,25,25,Fri,AM,Gym,1,14
750,5,12,Mon,AM,Gym,1,10
751,5,55,Thu,AM,Gym,1,13
752,27,39,Thu,AM,Gym,1,6
753,36,51,Wednesday,AM,Class,1,5
754,5,20,Tue,PM,Gym,1,4
755,9,32,Sun,AM,Class,0,9
756,38,2,Thu,AM,Gym,0,13
757,16,2,Sat,AM,Class,1,8
758,55,1,Sat,AM,Class,1,15
759,7,42,Thu,PM,-,1,13
760,9,47,Wednesday,PM,Gym,1,5
761,13,32,Mon,AM,Class,1,10
762,9,30,Mon,PM,Gym,1,3
763,48,6,Fri,AM,Gym,1,7
764,22,55,Sat,AM,Class,1,8
765,34,53,Fri,AM,Class,0,14
766,11,11,Mon,AM,Class,1,3
767,8,5,Sun,PM,Class,0,16
768,14,29,Sat,AM,Class,1,8
769,5,22,Sat,AM,Gym,1,8
770,13,53,Wed,AM,Gym,1,5
771,6,18,Fri,AM,Gym,1,14
772,11,7,Fri,AM,Gym,1,7
773,10,15,Fri,AM,Class,0,7
774,9,54,Thu,PM,Gym,1,13
775,7,9,Tue,PM,Gym,1,4
776,25,30,Tue,AM,Class,1,4
777,13,56,Sat,PM,Gym,1,15
778,13,22,Fri,AM,Class,1,14
779,13,21,Sat,AM,Class,0,15
780,19,15,Thu,PM,Gym,1,13
781,12,32,Thu,AM,Gym,1,13
782,9,47,Thu,PM,Gym,1,6
783,10,37,Sat,AM,Class,1,15
784,27,8,Sat,AM,Class,1,15
785,61,17,Fri,AM,Gym,1,7
786,22,8,Mon,AM,Gym,0,3
787,13,2,Thu,AM,Gym,0,13
788,17,10,Fri,AM,Gym,1,14
789,9,19,Wed,PM,Gym,1,5
790,9,28,Fri,AM,Class,1,14
791,6,6,Sat,AM,Class,0,15
792,16,27,Fri,AM,Class,1,14
793,17,55,Tue,AM,Gym,1,11
794,18,29,Sat,AM,Class,1,15
795,15,12,Fri,AM,Gym,1,7
796,11,7,Mon,AM,Gym,1,10
797,13,11,Monday,AM,Gym,1,10
798,9,9,Sun,PM,Gym,1,16
799,5,42,Wednesday,PM,Class,0,12
800,10,36,Sat,PM,Gym,1,8
801,14,45,Mon,AM,Gym,1,10
802,23,10,Sat,AM,Class,1,15
803,7,2,Mon,AM,Class,1,10
804,20,45,Wednesday,AM,Class,1,12
805,22,10,Thu,AM,Class,0,20
806,7,10,Thu,PM,Gym,1,20
807,21,10,Thu,PM,Class,1,20
808,10,10,Thu,AM,Class,1,20
809,13,10,Tue,PM,Class,1,18
810,8,10,Tue,AM,Class,0,18
811,10,10,Tue,AM,Gym,1,18
812,20,10,Fri,AM,Gym,1,21
813,11,10,Fri,AM,Class,1,21
814,39,10,Fri,AM,Gym,1,21
815,22,10,Fri,AM,Class,1,21
816,33,10,Mon,AM,Gym,1,17
817,54,10,Mon,AM,Gym,1,17
818,9,10,Mon,AM,Gym,1,17
819,15,10,Mon,AM,Gym,1,17
820,2,10,Mon,AM,Class,1,17
821,6,10,Sat,PM,Gym,1,22
822,22,10,Sat,AM,Class,1,22
823,18,10,Sun,AM,Class,1,23
824,9,10,Sun,AM,Gym,0,23
825,15,44,Sat,AM,Gym,1,8
826,18,16,Sun,AM,Gym,1,9
827,12,1,Tue,AM,Gym,1,4
828,15,18,Sat,AM,Gym,1,15
829,15,10,Sun,AM,Class,1,16
830,6,29,Tue,AM,Gym,1,11
831,11,44,Thu,AM,Gym,1,6
832,33,42,Sun,AM,Gym,1,16
833,9,32,Sat,AM,Class,1,8
834,12,48,Mon,AM,Gym,1,10
835,14,26,Sun,AM,Class,1,16
836,6,7,Tue,PM,Gym,1,11
837,18,11,Fri.,AM,Class,1,14
838,11,47,Fri,AM,Gym,1,7
839,9,49,Wed,AM,Gym,1,12
840,5,4,Thu,AM,Gym,1,6
841,21,9,Thu,AM,Gym,1,13
842,8,47,Mon,AM,Gym,1,3
843,47,15,Sat,AM,Class,1,8
844,11,11,Sat,AM,Gym,1,15
845,9,16,Fri,AM,Gym,1,14
846,8,39,Wed,AM,Gym,1,12
847,6,1,Sun,AM,Gym,1,9
848,4,1,Monday,AM,Gym,1,10
849,25,52,Thu,AM,Gym,1,13
850,66,36,Sat,AM,Gym,1,8
851,27,48,Thu,PM,Gym,1,6
852,17,27,Wed,PM,Gym,0,12
853,26,54,Sat,AM,Class,1,8
854,17,45,Wed,PM,Gym,1,5
855,14,17,Fri,AM,Class,1,7
856,13,51,Thu,AM,Gym,0,13
857,9,39,Sun,AM,Gym,1,16
858,14,22,Monday,AM,Gym,1,3
859,22,33,Mon,AM,Gym,1,3
860,21,1,Wed,AM,Class,0,5
861,7,24,Mon,AM,Gym,1,10
862,9,49,Thu,PM,Gym,0,13
863,39,11,Sun,AM,Gym,1,16
864,18,4,Thu,AM,Gym,1,13
865,6,21,Sat,PM,Gym,1,8
866,15,14,Mon,AM,Gym,1,3
867,4,28,Mon,AM,Class,1,3
868,33,32,Sun,AM,Class,1,9
869,10,32,Sat,PM,Class,0,8
870,9,3,Sun,AM,Gym,1,9
871,9,48,Sun,AM,Gym,0,16
872,34,40,Fri.,AM,Class,1,14
873,11,48,Thu,PM,Gym,0,13
874,3,13,Sat,AM,Class,1,15
875,11,48,Thu,AM,Gym,1,13
876,5,37,Wed,PM,Gym,1,5
877,30,8,Fri,PM,Class,1,7
878,15,26,Fri,AM,Class,1,14
879,8,18,Tue,PM,-,1,11
880,4,56,Tue,AM,Class,1,11
881,19,30,Mon,AM,Gym,1,3
882,5,42,Mon,AM,Class,1,10
883,9,5,Thu,AM,Class,1,13
884,12,17,Thu,AM,Gym,1,6
885,16,49,Thu,PM,Class,1,6
886,17,54,Tue,AM,Gym,1,4
887,5,50,Sat,AM,-,1,15
888,22,16,Fri,AM,Class,1,7
889,32,19,Sat,AM,Class,1,8
890,10,54,Sat,AM,Gym,1,8
891,14,28,Fri,AM,Gym,1,7
892,4,3,Mon,AM,Class,1,3
893,8,11,Sun,AM,Class,1,23
894,4,11,Sun,PM,Gym,0,23
895,8,11,Sun,PM,Gym,0,23
896,26,11,Sun,PM,Class,1,23
897,21,11,Thu,AM,Class,1,20
898,13,11,Thu,AM,Gym,1,20
899,11,11,Thu,AM,Gym,1,20
900,15,11,Thu,PM,Gym,1,20
901,7,11,Thu,PM,Gym,0,20
902,8,11,Tue,AM,Gym,1,18
903,10,11,Tue,AM,Class,1,18
904,12,11,Tue,AM,Gym,1,18
905,19,11,Tue,PM,Gym,1,18
906,6,11,Tue,PM,Gym,1,18
907,4,11,Wed,PM,Gym,1,19
908,17,11,Wed,AM,Class,1,19
909,41,11,Wed,PM,Gym,1,19
910,14,11,Wednesday,AM,Gym,1,19
911,7,11,Wednesday,AM,Gym,0,19
912,7,11,Fri,AM,Gym,1,21
913,36,11,Fri,AM,Class,1,21
914,19,11,Fri,AM,Class,1,21
915,19,11,Fri,AM,Gym,1,21
916,11,11,Mon,AM,Class,1,17
917,16,11,Mon,AM,Gym,1,17
918,3,11,Monday,AM,Gym,1,17
919,20,11,Sat,AM,Gym,1,22
920,10,11,Sat,AM,Gym,0,22
921,4,11,Sat,AM,Class,1,22
922,42,11,Sat,AM,Gym,1,22
923,13,11,Sat,AM,Gym,1,22
924,27,11,Sat,AM,Gym,1,22
925,8,11,Sat,AM,Gym,1,22
926,9,8,Thu,PM,Class,1,13
927,16,29,Fri,AM,Class,1,7
928,10,34,Thu,AM,Gym,1,13
929,25,52,Tue,AM,Class,1,11
930,36,31,Wed,AM,Gym,1,12
931,9,8,Sat,AM,Gym,1,15
932,7,14,Mon,PM,Gym,1,10
933,17,24,Fri,AM,Gym,1,14
934,38,36,Mon,AM,Class,1,10
935,15,50,Fri,AM,Class,1,7
936,5,55,Fri,AM,Class,1,7
937,11,33,Fri,AM,Class,1,7
938,3,47,Sat,AM,Gym,0,15
939,18,30,Mon,AM,Gym,1,3
940,22,48,Thu,PM,Gym,1,13
941,13,13,Sat,AM,Gym,0,8
942,6,55,Sun,AM,Gym,1,9
943,8,12,Sun,AM,Gym,1,9
944,11,43,Fri,AM,Gym,1,14
945,16,39,Fri,AM,Gym,1,7
946,21,56,Fri,PM,Class,1,14
947,17,46,Fri,AM,Class,1,7
948,6,44,Tue,AM,Gym,1,4
949,12,8,Sat,AM,Gym,1,8
950,11,13,Fri,AM,Gym,1,7
951,7,47,Fri,AM,Gym,0,7
952,9,15,Sat,AM,Gym,1,15
953,14,12,Fri,AM,Gym,1,14
954,15,53,Fri,AM,Gym,1,14
955,6,43,Thu,PM,Class,1,13
956,10,43,Thu,AM,Gym,1,13
957,33,33,Mon,PM,Gym,1,10
958,5,42,Fri,AM,Gym,1,7
959,16,43,Mon,PM,Class,1,3
960,40,47,Sun,AM,Class,1,9
961,12,39,Wed,AM,Class,1,12
962,39,41,Thu,AM,Gym,1,6
963,5,50,Wednesday,PM,Class,1,12
964,22,1,Mon,AM,Class,0,10
965,4,35,Mon,AM,Gym,0,10
966,9,19,Thu,AM,Gym,1,13
967,4,4,Sun,AM,Class,1,9
968,12,23,Tue,AM,Gym,1,11
969,23,2,Mon,AM,Class,1,10
970,19,30,Fri,PM,Gym,1,7
971,12,53,Tue,PM,Gym,1,4
972,9,49,Tue,PM,Gym,1,4
973,6,56,Sun,PM,Gym,1,16
974,73,15,Thu,AM,Gym,1,6
975,12,9,Tue,AM,Gym,1,11
976,11,18,Fri,AM,Class,1,7
977,19,1,Fri,AM,Gym,0,7
978,18,10,Mon,AM,Class,1,3
979,9,2,Sat,AM,Gym,0,8
980,9,40,Thu,AM,Gym,1,13
981,9,15,Sat,AM,Gym,1,15
982,15,6,Fri,AM,Class,1,14
983,3,25,Fri,AM,Gym,1,14
984,7,50,Sun,AM,Class,1,16
985,41,12,Sun,PM,Gym,1,23
986,3,12,Sun,AM,Gym,1,23
987,9,12,Thu,PM,Class,1,20
988,5,12,Thu,AM,Class,1,20
989,42,12,Thu,PM,Gym,1,20
990,23,12,Tue,PM,Class,0,18
991,5,12,Tue,AM,Gym,0,18
992,21,12,Tue,PM,Class,1,18
993,5,12,Tue,AM,Gym,1,18
994,10,12,Wednesday,PM,Gym,1,19
995,9,12,Wednesday,AM,Class,1,19
996,26,12,Fri,AM,Gym,1,21
997,14,12,Fri,AM,Gym,1,21
998,6,12,Fri,AM,Class,1,21
999,22,12,Fri,AM,Class,1,21
1000,15,12,Fri,AM,Gym,1,21
1001,26,12,Fri,AM,Class,1,21
1002,18,12,Fri,AM,Class,0,21
1003,54,12,Fri,AM,Gym,1,21
1004,6,1,Sat,AM,Class,1,8
1005,13,8,Tue,PM,Class,1,4
1006,8,35,Tue,AM,Gym,1,11
1007,3,45,Fri.,AM,Gym,1,14
1008,9,28,Mon,AM,Gym,0,10
1009,34,38,Mon,AM,Gym,1,10
1010,9,22,Sun,AM,Class,1,9
1011,12,29,Sun,AM,Gym,1,16
1012,28,27,Fri,AM,Gym,1,14
1013,62,37,Mon,AM,Gym,1,10
1014,3,7,Sat,AM,Gym,0,8
1015,8,1,Tue,AM,Gym,1,4
1016,17,37,Mon,AM,Gym,1,3
1017,8,7,Wednesday,PM,Class,1,5
1018,21,30,Fri,AM,Gym,1,14
1019,11,21,Tue,PM,Gym,1,11
1020,2,34,Thu,PM,Class,1,6
1021,12,20,Fri,AM,Gym,1,7
1022,10,45,Thu,PM,Gym,1,6
1023,8,53,Tue,AM,Class,1,4
1024,7,31,Sat,AM,Class,1,8
1025,34,49,Tue,AM,Gym,1,4
1026,9,22,Sat,AM,Gym,1,8
1027,30,41,Tue,PM,Class,1,11
1028,12,32,Sat,PM,Gym,1,8
1029,15,11,Thu,AM,Gym,1,13
1030,7,35,Fri,AM,Gym,1,14
1031,8,48,Mon,AM,Gym,1,10
1032,5,44,Tue,PM,Class,1,11
1033,17,31,Fri,AM,Class,1,14
1034,11,1,Tue,PM,Gym,1,11
1035,15,25,Sat,AM,Gym,1,8
1036,14,29,Sun,PM,Gym,1,9
1037,20,34,Thu,PM,Gym,1,13
1038,8,54,Thu,PM,Gym,1,6
1039,10,31,Thu,AM,Class,0,13
1040,37,45,Tue,AM,Class,1,11
1041,7,4,Fri,AM,Gym,1,7
1042,13,36,Tue,PM,Class,1,11
1043,9,14,Thu,AM,Gym,0,6
1044,29,26,Fri,AM,Class,1,7
1045,18,28,Fri,AM,Gym,1,14
1046,12,30,Fri,AM,Gym,1,14
1047,11,23,Thu,AM,Gym,1,6
1048,15,12,Sun,PM,Gym,1,16
1049,2,1,Mon,AM,Class,1,3
1050,19,13,Fri,AM,Class,1,21
1051,17,13,Mon,PM,Class,1,17
1052,6,13,Mon,AM,Class,1,17
1053,8,13,Mon,AM,Class,1,17
1054,6,13,Mon,AM,Gym,1,17
1055,15,13,Sat,AM,Gym,1,22
1056,7,13,Sat,AM,Class,1,22
1057,20,13,Sat,AM,Class,1,22
1058,29,13,Sat,AM,Class,1,22
1059,25,13,Sun,AM,Gym,1,23
1060,6,13,Sun,AM,Class,1,23
1061,13,13,Sun,AM,Gym,1,23
1062,7,13,Sun,AM,Class,1,23
1063,7,13,Sun,AM,Gym,0,23
1064,5,13,Thu,PM,Class,1,20
1065,9,13,Thu,AM,Gym,1,20
1066,14,13,Thu,AM,Class,1,20
1067,16,13,Thu,AM,Gym,1,20
1068,9,13,Thu,PM,Gym,1,20
1069,6,13,Thu,AM,Gym,1,20
1070,21,33,Fri,AM,Class,0,7
1071,11,13,Sun,AM,Gym,1,9
1072,33,10,Sun,AM,Gym,1,9
1073,15,20,Fri,AM,Gym,1,14
1074,43,10,Thu,AM,Gym,1,6
1075,38,4,Thu,PM,Gym,0,6
1076,19,23,Tue,AM,Gym,1,4
1077,8,56,Thu,PM,Class,1,13
1078,37,7,Sat,PM,Gym,1,8
1079,7,52,Wed,PM,Class,1,5
1080,18,53,Fri,AM,Gym,1,14
1081,30,47,Mon,AM,Gym,1,10
1082,33,6,Sat,AM,Gym,1,15
1083,8,16,Sun,AM,Class,1,16
1084,19,10,Thu,PM,Gym,1,6
1085,5,5,Sun,AM,Gym,1,9
1086,16,35,Thu,PM,Gym,1,6
1087,28,8,Thu,AM,-,1,13
1088,20,34,Wednesday,AM,Class,1,5
1089,13,48,Fri,AM,Gym,1,14
1090,36,31,Fri.,AM,Class,1,14
1091,34,38,Sun,AM,Gym,1,9
1092,9,12,Sun,AM,Gym,1,16
1093,4,24,Fri,AM,Gym,1,7
1094,23,38,Tue,AM,Class,1,4
1095,43,18,Tue,PM,Gym,1,11
1096,8,13,Fri,AM,Class,0,7
1097,11,1,Tue,PM,Gym,1,4
1098,11,9,Sun,PM,Class,1,16
1099,20,23,Thu,AM,Gym,1,13
1100,16,18,Fri,AM,Gym,0,7
1101,20,21,Mon,AM,Gym,1,10
1102,24,50,Tue,PM,Gym,1,4
1103,12,45,Tue,AM,Class,0,11
1104,11,40,Wed,PM,Gym,1,5
1105,4,50,Sun,AM,Gym,0,16
1106,11,48,Thu,PM,Gym,1,13
1107,16,25,Mon,AM,Gym,1,3
1108,6,29,Mon,AM,Gym,1,10
1109,8,20,Thu,PM,Gym,1,6
1110,25,30,Sat,AM,Class,1,15
1111,7,22,Sat,AM,Gym,1,15
1112,6,38,Sat,PM,Class,1,15
1113,12,48,Fri,AM,Gym,0,14
1114,15,33,Tue,AM,Gym,1,11
1115,34,7,Sun,AM,Class,1,9
1116,7,47,Mon,AM,Gym,0,10
1117,5,51,Sat,AM,Class,0,8
1118,16,33,Fri,AM,Gym,1,7
1119,9,28,Sun,AM,Class,1,9
1120,7,47,Tue,PM,Gym,1,11
1121,10,15,Fri,AM,Gym,0,7
1122,20,18,Thu,AM,Class,1,6
1123,11,46,Sun,PM,Gym,1,9
1124,18,16,Thu,AM,Class,1,6
1125,9,54,Fri,AM,Class,1,14
1126,24,10,Sat,AM,Gym,1,15
1127,6,4,Sun,AM,Gym,1,9
1128,5,33,Sun,AM,Gym,1,9
1129,41,39,Thu,AM,Gym,1,13
1130,8,40,Fri,AM,Class,1,14
1131,8,43,Sat,AM,Gym,0,15
1132,5,45,Tue,PM,Gym,0,11
1133,8,45,Sat,PM,Gym,1,8
1134,17,7,Sun,AM,Class,1,16
1135,11,46,Thu,AM,Gym,1,13
1136,7,15,Sun,PM,Gym,1,9
1137,17,27,Thu,AM,Class,1,13
1138,39,14,Tue,PM,Class,1,18
1139,6,14,Fri,AM,Gym,1,21
1140,7,14,Fri,AM,Gym,1,21
1141,8,14,Fri,PM,Class,1,21
1142,10,14,Fri.,AM,Class,1,21
1143,7,14,Mon,AM,Class,1,17
1144,9,14,Mon,AM,Gym,1,17
1145,12,14,Sat,AM,Class,1,22
1146,1,14,Sat,AM,Class,1,22
1147,9,14,Sat,AM,Gym,1,22
1148,13,14,Sat,AM,Gym,1,22
1149,11,14,Sun,AM,Gym,1,23
1150,17,14,Sun,AM,Gym,1,23
1151,7,14,Sun,PM,Class,1,23
1152,9,14,Sun,AM,Gym,1,23
1153,5,14,Thu,AM,Gym,1,20
1154,4,14,Thu,PM,Class,0,20
1155,9,14,Thu,AM,Gym,1,20
1156,20,14,Thu,AM,Gym,1,20
1157,20,14,Thu,AM,Class,1,20
1158,16,14,Thu,AM,Class,0,20
1159,15,30,Tue,AM,Class,1,4
1160,25,38,Sun,PM,Gym,1,9
1161,10,31,Mon,AM,Gym,1,3
1162,7,37,Sat,AM,Gym,1,8
1163,4,48,Sun,AM,Gym,0,16
1164,21,24,Mon,AM,Gym,1,3
1165,7,30,Sun,AM,Class,1,9
1166,6,46,Sat,AM,Gym,0,8
1167,15,54,Sun,AM,Gym,1,9
1168,8,20,Mon,AM,Gym,1,3
1169,8,55,Sat,PM,Gym,1,15
1170,6,49,Thu,PM,Gym,1,6
1171,11,34,Fri,AM,Gym,0,14
1172,12,21,Mon,AM,Gym,1,10
1173,6,19,Fri,AM,Gym,1,14
1174,90,46,Sun,AM,Gym,1,9
1175,5,25,Fri,AM,Gym,1,14
1176,22,34,Wed,PM,Class,1,12
1177,2,47,Sat,AM,Class,1,15
1178,10,4,Wed,AM,Gym,1,12
1179,5,28,Mon,AM,Gym,1,3
1180,15,39,Sun,AM,Class,0,9
1181,4,2,Fri,AM,Class,0,14
1182,9,4,Sat,PM,Gym,0,15
1183,5,26,Fri,AM,Class,0,14
1184,4,33,Fri,AM,Gym,0,7
1185,2,39,Sun,AM,Gym,1,16
1186,19,29,Thu,AM,Gym,1,6
1187,17,54,Wed,PM,Gym,1,12
1188,19,43,Mon,AM,Gym,1,3
1189,10,26,Mon,AM,Class,0,3
1190,30,53,Mon,PM,Gym,1,3
1191,41,34,Sun,AM,Gym,1,16
1192,19,48,Fri,AM,Gym,1,7
1193,9,38,Sun,AM,Class,1,9
1194,36,22,Thu,PM,Class,1,13
1195,9,54,Sat,AM,Class,1,15
1196,48,44,Fri,AM,Gym,1,7
1197,4,32,Sun,AM,Gym,0,16
1198,43,37,Tue,PM,Gym,1,4
1199,11,15,Tue,PM,Gym,1,4
1200,15,31,Sat,AM,Class,1,15
1201,19,24,Thu,PM,Class,0,6
1202,13,56,Fri,AM,Gym,0,7
1203,9,9,Thu,AM,Gym,1,6
1204,28,8,Tue,AM,Gym,1,4
1205,52,34,Fri,AM,Gym,1,7
1206,5,11,Fri,AM,Gym,1,14
1207,11,15,Thu,AM,Class,1,20
1208,10,15,Tue,AM,Gym,1,18
1209,38,15,Tue,PM,Gym,1,18
1210,12,15,Tue,PM,Gym,0,18
1211,12,15,Tue,PM,Gym,1,18
1212,19,15,Wed,PM,Gym,1,19
1213,6,15,Fri,AM,Gym,1,21
1214,5,15,Fri,AM,Gym,1,21
1215,5,15,Fri,AM,Class,1,21
1216,19,15,Fri,AM,Class,1,21
1217,19,15,Fri,AM,Class,1,21
1218,5,15,Mon,PM,Gym,1,17
1219,22,15,Mon,AM,Gym,1,17
1220,7,15,Mon,AM,Gym,1,17
1221,13,15,Mon,AM,Class,1,17
1222,4,15,Mon,AM,Gym,1,17
1223,30,15,Mon,AM,Class,1,17
1224,10,15,Sat,AM,Class,1,22
1225,12,15,Sat,AM,Class,1,22
1226,6,15,Sat,AM,Class,1,22
1227,12,15,Sat,AM,Gym,0,22
1228,8,15,Sat,PM,Class,1,22
1229,24,15,Sun,AM,Gym,1,23
1230,26,15,Sun,AM,Gym,1,23
1231,7,15,Sun,PM,Gym,1,23
1232,10,15,Sun,AM,Gym,1,23
1233,15,15,Thu,AM,Class,1,20
1234,8,15,Thu,PM,-,1,20
1235,9,15,Thu,PM,Gym,1,20
1236,5,15,Thu,PM,Class,1,20
1237,8,15,Thu,AM,Class,1,20
1238,3,4,Fri,AM,Class,1,7
1239,14,4,Sun,AM,Gym,1,9
1240,6,52,Sun,AM,Class,1,16
1241,14,4,Sun,AM,Class,0,16
1242,8,21,Sat,AM,Gym,1,8
1243,10,18,Sat,AM,Class,0,8
1244,15,50,Fri,AM,Gym,1,14
1245,4,38,Thu,AM,Class,1,6
1246,3,54,Thu,AM,Gym,1,13
1247,6,26,Sun,AM,Gym,1,16
1248,22,46,Fri,AM,Gym,1,14
1249,24,35,Tue,AM,Gym,1,11
1250,3,15,Wednesday,AM,Gym,1,12
1251,18,47,Sun,AM,Class,1,9
1252,10,43,Wed,PM,Class,1,5
1253,25,7,Sun,AM,Gym,1,9
1254,16,29,Thu,PM,Gym,1,13
1255,7,9,Fri,AM,Gym,1,7
1256,10,36,Mon,PM,Gym,1,10
1257,12,9,Mon,PM,Gym,0,10
1258,26,7,Wed,AM,Gym,1,12
1259,11,48,Sat,PM,Gym,1,8
1260,14,10,Tue,AM,Class,1,11
1261,5,29,Wednesday,AM,Class,1,5
1262,9,11,Tue,AM,Gym,1,11
1263,33,46,Fri,AM,Gym,1,14
1264,7,41,Fri,AM,Gym,1,14
1265,6,44,Thu,PM,Gym,1,13
1266,13,5,Mon,AM,Class,1,3
1267,12,9,Thu,AM,Class,1,6
1268,9,40,Sun,AM,Gym,1,9
1269,22,41,Thu,AM,Gym,1,6
1270,26,41,Sun,AM,Gym,1,16
1271,11,1,Thu,AM,Gym,1,6
1272,13,4,Sat,PM,Class,1,8
1273,26,14,Tue,PM,Gym,1,4
1274,9,30,Sat,AM,Class,1,15
1275,3,27,Fri,AM,Gym,1,14
1276,12,1,Thu,AM,Gym,1,13
1277,22,41,Tue,AM,Class,0,4
1278,5,2,Fri.,AM,Class,1,14
1279,6,25,Thu,AM,Gym,1,13
1280,15,48,Fri,AM,Gym,1,7
1281,16,18,Thu,AM,Gym,1,6
1282,8,21,Thu,AM,Gym,1,6
1283,5,31,Sat,AM,Gym,1,15
1284,5,38,Mon,AM,Class,1,3
1285,12,44,Wed,PM,Class,1,5
1286,30,34,Thu,AM,Gym,1,13
1287,2,1,Fri,AM,Gym,1,7
1288,9,14,Sun,PM,Class,1,9
1289,4,32,Tue,AM,Gym,1,4
1290,21,16,Thu,AM,Gym,1,20
1291,6,16,Tue,PM,Class,1,18
1292,5,16,Tue,AM,Gym,1,18
1293,34,16,Wed,PM,Gym,1,19
1294,38,16,Fri,AM,Gym,0,21
1295,17,16,Fri,AM,Gym,1,21
1296,8,16,Fri,AM,Gym,1,21
1297,8,16,Fri,AM,Gym,1,21
1298,12,16,Fri,AM,Gym,1,21
1299,8,16,Fri.,AM,Gym,0,21
1300,6,16,Fri.,AM,Class,1,21
1301,10,16,Mon,AM,Gym,1,17
1302,5,16,Mon,AM,Class,0,17
1303,9,16,Mon,AM,Gym,1,17
1304,7,16,Sat,AM,Gym,1,22
1305,32,16,Sat,AM,Gym,1,22
1306,8,16,Sat,AM,Gym,1,22
1307,11,16,Sat,AM,Class,1,22
1308,10,16,Sat,AM,Gym,0,22
1309,23,16,Sun,AM,Gym,1,23
1310,11,16,Sun,AM,Class,1,23
1311,39,16,Thu,AM,Gym,1,20
1312,13,16,Thu,PM,Gym,1,20
1313,6,16,Thu,PM,Gym,1,20
1314,37,16,Thu,PM,Gym,1,20
1315,9,16,Tue,PM,Class,1,18
1316,4,16,Tue,AM,Gym,0,18
1317,22,16,Tue,AM,Gym,1,18
1318,12,16,Tue,AM,Class,1,18
1319,73,16,Wed,AM,Gym,1,19
1320,6,16,Fri,AM,Class,1,21
1321,39,16,Fri,AM,Gym,1,21
1322,7,16,Fri,AM,Gym,1,21
1323,10,16,Fri,AM,Class,1,21
1324,12,16,Fri,AM,Gym,0,21
1325,57,16,Fri,AM,Gym,1,21
1326,22,16,Fri,AM,Class,1,21
1327,13,16,Fri,AM,Gym,1,21
1328,15,55,Fri,AM,Class,1,14
1329,13,10,Mon,AM,Class,1,10
1330,7,11,Mon,AM,Class,0,10
1331,7,13,Fri,AM,Gym,1,7
1332,59,9,Wed,PM,Class,1,5
1333,20,25,Fri,AM,Gym,0,7
